127.0.0.1 - - [24/Jul/2017:13:57:51 +0530] "GET / HTTP/1.1" 404 1081
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 200 1933
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:58 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:59 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:59 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1796
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:59 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:59 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:12:59 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:00 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:00 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:44 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:45 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:45 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:45 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:45 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:45 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:45 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:45 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:58 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:59 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:13:59 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:10 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:11 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:11 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:11 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:11 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:11 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:11 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:11 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:41 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:43 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:43 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1816
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:43 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:43 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:43 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:43 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:14:43 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:06 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1754
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:07 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:30 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/services/userservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/services/jobservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/usercontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/jobcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/services/blogservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/services/friendservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/js/sockjs/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/services/chatservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/chatcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/blogdetailcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/friendcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/wallcontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/js/stomp/dist/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/controllers/messagecontroller.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:31 +0530] "GET /FrontEndProjectTwo/services/messageservice.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:32 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:32 +0530] "GET /FrontEndProjectTwo/views/Wall.html HTTP/1.1" 200 1758
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:32 +0530] "GET /BackEndProjectTwo/getimage/Akshay HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:32 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BwallName%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:32 +0530] "GET /BackEndProjectTwo/viewFriend/Elaine HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:32 +0530] "GET /BackEndProjectTwo/getimage/Elaine HTTP/1.1" 200 65960
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:32 +0530] "GET /BackEndProjectTwo/wall/Elaine HTTP/1.1" 200 4247
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:56 +0530] "GET /FrontEndProjectTwo/ HTTP/1.1" 200 5210
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /BackEndProjectTwo/getimage/%7B%7BcurrentUser.username%7D%7D HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Jul/2017:14:16:57 +0530] "GET /FrontEndProjectTwo/controllers/blogcontroller.js HTTP/1.1" 304 -
